province_territory,category_1,category_2,total_flag,year,value
Manitoba,Live-In Caregivers,Live-In Caregiver Occupations,False,2012,10
Manitoba,Live-In Caregivers,,True,2012,85
Manitoba,Agricultural Workers,Seasonal Agricultural Worker Program,False,2012,2
Manitoba,Agricultural Workers,Agricultural Stream,False,2012,80
Manitoba,Agricultural Workers,Other Agricultural Workers,False,2012,0
Manitoba,Agricultural Workers,,True,2012,80
Manitoba,Other Temporary Foreign Workers with LMIA,,False,2012,1185
Manitoba,Caregivers,,False,2012,0
Manitoba,,,True,2012,1350
Saskatchewan,Live-In Caregivers,Live-In Caregiver Program,False,2012,225
Saskatchewan,Live-In Caregivers,Live-In Caregiver Occupations,False,2012,20
Saskatchewan,Live-In Caregivers,,True,2012,245
Saskatchewan,Agricultural Workers,Seasonal Agricultural Worker Program,False,2012,5
Saskatchewan,Agricultural Workers,Agricultural Stream,False,2012,100
Saskatchewan,Agricultural Workers,Other Agricultural Workers,False,2012,10
Saskatchewan,Agricultural Workers,,True,2012,115
Saskatchewan,Other Temporary Foreign Workers with LMIA,,False,2012,2175
Saskatchewan,Caregivers,,False,2012,0
Saskatchewan,,,True,2012,2535
Alberta,Live-In Caregivers,Live-In Caregiver Program,False,2012,3035
Alberta,Live-In Caregivers,Live-In Caregiver Occupations,False,2012,525
Alberta,Live-In Caregivers,,True,2012,3560
Alberta,Agricultural Workers,Seasonal Agricultural Worker Program,False,2012,20
Alberta,Agricultural Workers,Agricultural Stream,False,2012,1800
Alberta,Agricultural Workers,Other Agricultural Workers,False,2012,75
Alberta,Agricultural Workers,,True,2012,1890
Alberta,Other Temporary Foreign Workers with LMIA,,False,2012,28455
Alberta,Caregivers,,False,2012,0
Alberta,,,True,2012,33905
British Columbia,Live-In Caregivers,Live-In Caregiver Program,False,2012,4085
British Columbia,Live-In Caregivers,Live-In Caregiver Occupations,False,2012,440
British Columbia,Live-In Caregivers,,True,2012,4525
British Columbia,Agricultural Workers,Seasonal Agricultural Worker Program,False,2012,2
British Columbia,Agricultural Workers,Agricultural Stream,False,2012,510
British Columbia,Agricultural Workers,Other Agricultural Workers,False,2012,20
British Columbia,Agricultural Workers,,True,2012,530
British Columbia,Other Temporary Foreign Workers with LMIA,,False,2012,8095
British Columbia,Caregivers,,False,2012,0
British Columbia,,,True,2012,13150
Yukon,Live-In Caregivers,Live-In Caregiver Program,False,2012,15
Yukon,Live-In Caregivers,Live-In Caregiver Occupations,False,2012,2
Yukon,Live-In Caregivers,,True,2012,15
Yukon,Agricultural Workers,Seasonal Agricultural Worker Program,False,2012,0
Yukon,Agricultural Workers,Other Agricultural Workers,False,2012,0
Yukon,Agricultural Workers,,True,2012,0
Yukon,Other Temporary Foreign Workers with LMIA,,False,2012,30
Yukon,Caregivers,,False,2012,0
Yukon,,,True,2012,45
Northwest Territories,Live-In Caregivers,Live-In Caregiver Program,False,2012,30
Northwest Territories,Live-In Caregivers,Live-In Caregiver Occupations,False,2012,2
Northwest Territories,Live-In Caregivers,,True,2012,35
Northwest Territories,Agricultural Workers,Agricultural Stream,False,2012,0
Northwest Territories,Agricultural Workers,Other Agricultural Workers,False,2012,0
Northwest Territories,Agricultural Workers,,True,2012,0
Northwest Territories,Other Temporary Foreign Workers with LMIA,,False,2012,110
Northwest Territories,Caregivers,,False,2012,0
Northwest Territories,,,True,2012,140
Nunavut,Live-In Caregivers,Live-In Caregiver Program,False,2012,10
Nunavut,Live-In Caregivers,Live-In Caregiver Occupations,False,2012,0
Nunavut,Live-In Caregivers,,True,2012,10
Nunavut,Agricultural Workers,Other Agricultural Workers,False,2012,0
Nunavut,Agricultural Workers,,True,2012,0
Nunavut,Other Temporary Foreign Workers with LMIA,,False,2012,15
Nunavut,Caregivers,,False,2012,0
Nunavut,,,True,2012,25
Province / Territory not stated,Not stated,,False,2012,0
Total,,,True,2012,86505
Newfoundland and Labrador,Live-In Caregivers,Live-In Caregiver Program,False,2013,35
Newfoundland and Labrador,Live-In Caregivers,Live-In Caregiver Occupations,False,2013,2
Newfoundland and Labrador,Live-In Caregivers,,True,2013,40
Newfoundland and Labrador,Agricultural Workers,Seasonal Agricultural Worker Program,False,2013,0
Newfoundland and Labrador,Agricultural Workers,Agricultural Stream,False,2013,15
Newfoundland and Labrador,Agricultural Workers,Other Agricultural Workers,False,2013,0
Newfoundland and Labrador,Agricultural Workers,,True,2013,15
Newfoundland and Labrador,Other Temporary Foreign Workers with LMIA,,False,2013,1360
Newfoundland and Labrador,Caregivers,,False,2013,0
Newfoundland and Labrador,,,True,2013,1415
Prince Edward Island,Live-In Caregivers,Live-In Caregiver Program,False,2013,2
Prince Edward Island,Live-In Caregivers,Live-In Caregiver Occupations,False,2013,15
Prince Edward Island,Live-In Caregivers,,True,2013,15
Prince Edward Island,Agricultural Workers,Seasonal Agricultural Worker Program,False,2013,5
Prince Edward Island,Agricultural Workers,Agricultural Stream,False,2013,10
Prince Edward Island,Agricultural Workers,Other Agricultural Workers,False,2013,0
Prince Edward Island,Agricultural Workers,,True,2013,20
Prince Edward Island,Other Temporary Foreign Workers with LMIA,,False,2013,390
Prince Edward Island,Caregivers,,False,2013,0
Prince Edward Island,,,True,2013,425
Nova Scotia,Live-In Caregivers,Live-In Caregiver Program,False,2013,55
Nova Scotia,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2013,0
Nova Scotia,Live-In Caregivers,Live-In Caregiver Occupations,False,2013,20
Nova Scotia,Live-In Caregivers,,True,2013,75
Nova Scotia,Agricultural Workers,Seasonal Agricultural Worker Program,False,2013,2
Nova Scotia,Agricultural Workers,Agricultural Stream,False,2013,35
Nova Scotia,Agricultural Workers,Other Agricultural Workers,False,2013,0
Nova Scotia,Agricultural Workers,,True,2013,35
Nova Scotia,Other Temporary Foreign Workers with LMIA,,False,2013,1180
Nova Scotia,Caregivers,,False,2013,0
Nova Scotia,,,True,2013,1285
New Brunswick,Live-In Caregivers,Live-In Caregiver Program,False,2013,30
New Brunswick,Live-In Caregivers,Live-In Caregiver Occupations,False,2013,10
New Brunswick,Live-In Caregivers,,True,2013,40
New Brunswick,Agricultural Workers,Seasonal Agricultural Worker Program,False,2013,0
New Brunswick,Agricultural Workers,Agricultural Stream,False,2013,55
New Brunswick,Agricultural Workers,Other Agricultural Workers,False,2013,0
New Brunswick,Agricultural Workers,,True,2013,55
New Brunswick,Other Temporary Foreign Workers with LMIA,,False,2013,1485
New Brunswick,Caregivers,,False,2013,0
New Brunswick,,,True,2013,1580
Quebec,Live-In Caregivers,Live-In Caregiver Program,False,2013,755
Quebec,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2013,0
Quebec,Live-In Caregivers,Live-In Caregiver Occupations,False,2013,100
Quebec,Live-In Caregivers,,True,2013,850
Quebec,Agricultural Workers,Seasonal Agricultural Worker Program,False,2013,15
Quebec,Agricultural Workers,Agricultural Stream,False,2013,1540
Quebec,Agricultural Workers,Other Agricultural Workers,False,2013,15
Quebec,Agricultural Workers,,True,2013,1570
Quebec,Other Temporary Foreign Workers with LMIA,,False,2013,6295
Quebec,Caregivers,,False,2013,0
Quebec,,,True,2013,8715
Ontario,Live-In Caregivers,Live-In Caregiver Program,False,2013,7375
Ontario,Live-In Caregivers,Emergency Live-In Caregiver Program Work Permit,False,2013,0
Ontario,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2013,0
Ontario,Live-In Caregivers,Live-In Caregiver Occupations,False,2013,680
Ontario,Live-In Caregivers,,True,2013,8055
Ontario,Agricultural Workers,Seasonal Agricultural Worker Program,False,2013,50
Ontario,Agricultural Workers,Agricultural Stream,False,2013,2770
Ontario,Agricultural Workers,Other Agricultural Workers,False,2013,55
Ontario,Agricultural Workers,,True,2013,2875
Ontario,Other Temporary Foreign Workers with LMIA,,False,2013,11125
Ontario,Caregivers,,False,2013,0
Ontario,,,True,2013,22050
Manitoba,Live-In Caregivers,Live-In Caregiver Program,False,2013,70
Manitoba,Live-In Caregivers,Live-In Caregiver Occupations,False,2013,5
Manitoba,Live-In Caregivers,,True,2013,75
Manitoba,Agricultural Workers,Seasonal Agricultural Worker Program,False,2013,2
Manitoba,Agricultural Workers,Agricultural Stream,False,2013,175
Manitoba,Agricultural Workers,Other Agricultural Workers,False,2013,2
Manitoba,Agricultural Workers,,True,2013,180
Manitoba,Other Temporary Foreign Workers with LMIA,,False,2013,1690
Manitoba,Caregivers,,False,2013,0
Manitoba,,,True,2013,1945
Saskatchewan,Live-In Caregivers,Live-In Caregiver Program,False,2013,195
Saskatchewan,Live-In Caregivers,Live-In Caregiver Occupations,False,2013,20
Saskatchewan,Live-In Caregivers,,True,2013,215
Saskatchewan,Agricultural Workers,Seasonal Agricultural Worker Program,False,2013,2
Saskatchewan,Agricultural Workers,Agricultural Stream,False,2013,180
Saskatchewan,Agricultural Workers,Other Agricultural Workers,False,2013,2
Saskatchewan,Agricultural Workers,,True,2013,185
Saskatchewan,Other Temporary Foreign Workers with LMIA,,False,2013,3980
Saskatchewan,Caregivers,,False,2013,0
Saskatchewan,,,True,2013,4385
Alberta,Live-In Caregivers,Live-In Caregiver Program,False,2013,3185
Alberta,Live-In Caregivers,Live-In Caregiver Occupations,False,2013,500
Alberta,Live-In Caregivers,,True,2013,3680
Alberta,Agricultural Workers,Seasonal Agricultural Worker Program,False,2013,85
Alberta,Agricultural Workers,Agricultural Stream,False,2013,2415
Alberta,Agricultural Workers,Other Agricultural Workers,False,2013,120
Alberta,Agricultural Workers,,True,2013,2620
Alberta,Other Temporary Foreign Workers with LMIA,,False,2013,40095
Alberta,Caregivers,,False,2013,0
Alberta,,,True,2013,46395
British Columbia,Live-In Caregivers,Live-In Caregiver Program,False,2013,3000
British Columbia,Live-In Caregivers,Live-In Caregiver Occupations,False,2013,320
British Columbia,Live-In Caregivers,,True,2013,3320
British Columbia,Agricultural Workers,Seasonal Agricultural Worker Program,False,2013,15
British Columbia,Agricultural Workers,Agricultural Stream,False,2013,700
British Columbia,Agricultural Workers,Other Agricultural Workers,False,2013,25
British Columbia,Agricultural Workers,,True,2013,740
British Columbia,Other Temporary Foreign Workers with LMIA,,False,2013,11370
British Columbia,Caregivers,,False,2013,0
British Columbia,,,True,2013,15430
Yukon,Live-In Caregivers,Live-In Caregiver Program,False,2013,10
Yukon,Live-In Caregivers,Live-In Caregiver Occupations,False,2013,2
Yukon,Live-In Caregivers,,True,2013,15
Yukon,Agricultural Workers,Seasonal Agricultural Worker Program,False,2013,0
Yukon,Agricultural Workers,Other Agricultural Workers,False,2013,0
Yukon,Agricultural Workers,,True,2013,0
Yukon,Other Temporary Foreign Workers with LMIA,,False,2013,50
Yukon,Caregivers,,False,2013,0
Yukon,,,True,2013,65
Northwest Territories,Live-In Caregivers,Live-In Caregiver Program,False,2013,25
Northwest Territories,Live-In Caregivers,Live-In Caregiver Occupations,False,2013,5
Northwest Territories,Live-In Caregivers,,True,2013,30
Northwest Territories,Agricultural Workers,Agricultural Stream,False,2013,0
Northwest Territories,Agricultural Workers,Other Agricultural Workers,False,2013,0
Northwest Territories,Agricultural Workers,,True,2013,0
Northwest Territories,Other Temporary Foreign Workers with LMIA,,False,2013,150
Northwest Territories,Caregivers,,False,2013,0
Northwest Territories,,,True,2013,180
Nunavut,Live-In Caregivers,Live-In Caregiver Program,False,2013,5
Nunavut,Live-In Caregivers,Live-In Caregiver Occupations,False,2013,2
Nunavut,Live-In Caregivers,,True,2013,10
Nunavut,Agricultural Workers,Other Agricultural Workers,False,2013,0
Nunavut,Agricultural Workers,,True,2013,0
Nunavut,Other Temporary Foreign Workers with LMIA,,False,2013,25
Nunavut,Caregivers,,False,2013,0
Nunavut,,,True,2013,35
Province / Territory not stated,Not stated,,False,2013,0
Total,,,True,2013,103910
Newfoundland and Labrador,Live-In Caregivers,Live-In Caregiver Program,False,2014,40
Newfoundland and Labrador,Live-In Caregivers,Live-In Caregiver Occupations,False,2014,5
Newfoundland and Labrador,Live-In Caregivers,,True,2014,45
Newfoundland and Labrador,Agricultural Workers,Seasonal Agricultural Worker Program,False,2014,0
Newfoundland and Labrador,Agricultural Workers,Agricultural Stream,False,2014,40
Newfoundland and Labrador,Agricultural Workers,Other Agricultural Workers,False,2014,0
Newfoundland and Labrador,Agricultural Workers,,True,2014,40
Newfoundland and Labrador,Other Temporary Foreign Workers with LMIA,,False,2014,1040
Newfoundland and Labrador,Caregivers,,False,2014,0
Newfoundland and Labrador,,,True,2014,1125
Prince Edward Island,Live-In Caregivers,Live-In Caregiver Program,False,2014,0
Prince Edward Island,Live-In Caregivers,Live-In Caregiver Occupations,False,2014,10
Prince Edward Island,Live-In Caregivers,,True,2014,10
Prince Edward Island,Agricultural Workers,Seasonal Agricultural Worker Program,False,2014,15
Prince Edward Island,Agricultural Workers,Agricultural Stream,False,2014,40
Prince Edward Island,Agricultural Workers,Other Agricultural Workers,False,2014,0
Prince Edward Island,Agricultural Workers,,True,2014,55
Prince Edward Island,Other Temporary Foreign Workers with LMIA,,False,2014,355
Prince Edward Island,Caregivers,,False,2014,0
Prince Edward Island,,,True,2014,420
Nova Scotia,Live-In Caregivers,Live-In Caregiver Program,False,2014,40
Nova Scotia,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2014,0
Nova Scotia,Live-In Caregivers,Live-In Caregiver Occupations,False,2014,25
Nova Scotia,Live-In Caregivers,,True,2014,65
Nova Scotia,Agricultural Workers,Seasonal Agricultural Worker Program,False,2014,20
Nova Scotia,Agricultural Workers,Agricultural Stream,False,2014,20
Nova Scotia,Agricultural Workers,Other Agricultural Workers,False,2014,0
Nova Scotia,Agricultural Workers,,True,2014,45
Nova Scotia,Other Temporary Foreign Workers with LMIA,,False,2014,935
Nova Scotia,Caregivers,,False,2014,0
Nova Scotia,,,True,2014,1045
New Brunswick,Live-In Caregivers,Live-In Caregiver Program,False,2014,30
New Brunswick,Live-In Caregivers,Live-In Caregiver Occupations,False,2014,5
New Brunswick,Live-In Caregivers,,True,2014,35
New Brunswick,Agricultural Workers,Seasonal Agricultural Worker Program,False,2014,2
New Brunswick,Agricultural Workers,Agricultural Stream,False,2014,45
New Brunswick,Agricultural Workers,Other Agricultural Workers,False,2014,15
New Brunswick,Agricultural Workers,,True,2014,60
New Brunswick,Other Temporary Foreign Workers with LMIA,,False,2014,1325
New Brunswick,Caregivers,,False,2014,0
New Brunswick,,,True,2014,1420
Quebec,Live-In Caregivers,Live-In Caregiver Program,False,2014,690
Quebec,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2014,0
Quebec,Live-In Caregivers,Live-In Caregiver Occupations,False,2014,85
Quebec,Live-In Caregivers,,True,2014,775
Quebec,Agricultural Workers,Seasonal Agricultural Worker Program,False,2014,10
Quebec,Agricultural Workers,Agricultural Stream,False,2014,1735
Quebec,Agricultural Workers,Other Agricultural Workers,False,2014,2
Quebec,Agricultural Workers,,True,2014,1745
Quebec,Other Temporary Foreign Workers with LMIA,,False,2014,6260
Quebec,Caregivers,,False,2014,0
Quebec,,,True,2014,8780
Ontario,Live-In Caregivers,Live-In Caregiver Program,False,2014,7270
Ontario,Live-In Caregivers,Emergency Live-In Caregiver Program Work Permit,False,2014,0
Ontario,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2014,0
Ontario,Live-In Caregivers,Live-In Caregiver Occupations,False,2014,585
Ontario,Live-In Caregivers,,True,2014,7860
Ontario,Agricultural Workers,Seasonal Agricultural Worker Program,False,2014,165
Ontario,Agricultural Workers,Agricultural Stream,False,2014,2935
Ontario,Agricultural Workers,Other Agricultural Workers,False,2014,45
Ontario,Agricultural Workers,,True,2014,3140
Ontario,Other Temporary Foreign Workers with LMIA,,False,2014,7515
Ontario,Caregivers,,False,2014,0
Ontario,,,True,2014,18520
Manitoba,Live-In Caregivers,Live-In Caregiver Program,False,2014,55
Manitoba,Live-In Caregivers,Live-In Caregiver Occupations,False,2014,5
Manitoba,Live-In Caregivers,,True,2014,60
Manitoba,Agricultural Workers,Seasonal Agricultural Worker Program,False,2014,5
Manitoba,Agricultural Workers,Agricultural Stream,False,2014,245
Manitoba,Agricultural Workers,Other Agricultural Workers,False,2014,5
Manitoba,Agricultural Workers,,True,2014,255
Manitoba,Other Temporary Foreign Workers with LMIA,,False,2014,1350
Manitoba,Caregivers,,False,2014,0
Manitoba,,,True,2014,1665
Saskatchewan,Live-In Caregivers,Live-In Caregiver Program,False,2014,220
Saskatchewan,Live-In Caregivers,Live-In Caregiver Occupations,False,2014,20
Saskatchewan,Live-In Caregivers,,True,2014,235
Saskatchewan,Agricultural Workers,Seasonal Agricultural Worker Program,False,2014,10
Saskatchewan,Agricultural Workers,Agricultural Stream,False,2014,260
Saskatchewan,Agricultural Workers,Other Agricultural Workers,False,2014,2
Saskatchewan,Agricultural Workers,,True,2014,270
Saskatchewan,Other Temporary Foreign Workers with LMIA,,False,2014,3750
Saskatchewan,Caregivers,,False,2014,0
Saskatchewan,,,True,2014,4255
Alberta,Live-In Caregivers,Live-In Caregiver Program,False,2014,3640
Alberta,Live-In Caregivers,Live-In Caregiver Occupations,False,2014,460
Alberta,Live-In Caregivers,,True,2014,4095
Alberta,Agricultural Workers,Seasonal Agricultural Worker Program,False,2014,135
Alberta,Agricultural Workers,Agricultural Stream,False,2014,2390
Alberta,Agricultural Workers,Other Agricultural Workers,False,2014,95
Alberta,Agricultural Workers,,True,2014,2620
Alberta,Other Temporary Foreign Workers with LMIA,,False,2014,35325
Alberta,Caregivers,,False,2014,0
Alberta,,,True,2014,42045
British Columbia,Live-In Caregivers,Live-In Caregiver Program,False,2014,2960
British Columbia,Live-In Caregivers,Live-In Caregiver Occupations,False,2014,230
British Columbia,Live-In Caregivers,,True,2014,3190
British Columbia,Agricultural Workers,Seasonal Agricultural Worker Program,False,2014,20
British Columbia,Agricultural Workers,Agricultural Stream,False,2014,800
British Columbia,Agricultural Workers,Other Agricultural Workers,False,2014,20
British Columbia,Agricultural Workers,,True,2014,840
British Columbia,Other Temporary Foreign Workers with LMIA,,False,2014,10165
British Columbia,Caregivers,,False,2014,0
British Columbia,,,True,2014,14190
Yukon,Live-In Caregivers,Live-In Caregiver Program,False,2014,5
Yukon,Live-In Caregivers,Live-In Caregiver Occupations,False,2014,2
Yukon,Live-In Caregivers,,True,2014,5
Yukon,Agricultural Workers,Seasonal Agricultural Worker Program,False,2014,0
Yukon,Agricultural Workers,Other Agricultural Workers,False,2014,0
Yukon,Agricultural Workers,,True,2014,0
Yukon,Other Temporary Foreign Workers with LMIA,,False,2014,55
Yukon,Caregivers,,False,2014,0
Yukon,,,True,2014,60
Northwest Territories,Live-In Caregivers,Live-In Caregiver Program,False,2014,35
Northwest Territories,Live-In Caregivers,Live-In Caregiver Occupations,False,2014,10
Northwest Territories,Live-In Caregivers,,True,2014,45
Northwest Territories,Agricultural Workers,Agricultural Stream,False,2014,0
Northwest Territories,Agricultural Workers,Other Agricultural Workers,False,2014,0
Northwest Territories,Agricultural Workers,,True,2014,0
Northwest Territories,Other Temporary Foreign Workers with LMIA,,False,2014,140
Northwest Territories,Caregivers,,False,2014,0
Northwest Territories,,,True,2014,185
Nunavut,Live-In Caregivers,Live-In Caregiver Program,False,2014,5
Nunavut,Live-In Caregivers,Live-In Caregiver Occupations,False,2014,2
Nunavut,Live-In Caregivers,,True,2014,5
Nunavut,Agricultural Workers,Other Agricultural Workers,False,2014,0
Nunavut,Agricultural Workers,,True,2014,0
Nunavut,Other Temporary Foreign Workers with LMIA,,False,2014,25
Nunavut,Caregivers,,False,2014,0
Nunavut,,,True,2014,30
Province / Territory not stated,Not stated,,False,2014,10
Total,,,True,2014,93745
Newfoundland and Labrador,Live-In Caregivers,Live-In Caregiver Program,False,2015,35
Newfoundland and Labrador,Live-In Caregivers,Live-In Caregiver Occupations,False,2015,2
Newfoundland and Labrador,Live-In Caregivers,,True,2015,40
Newfoundland and Labrador,Agricultural Workers,Seasonal Agricultural Worker Program,False,2015,0
Newfoundland and Labrador,Agricultural Workers,Agricultural Stream,False,2015,30
Newfoundland and Labrador,Agricultural Workers,Other Agricultural Workers,False,2015,0
Newfoundland and Labrador,Agricultural Workers,,True,2015,30
Newfoundland and Labrador,Other Temporary Foreign Workers with LMIA,,False,2015,520
Newfoundland and Labrador,Caregivers,,False,2015,0
Newfoundland and Labrador,,,True,2015,590
Prince Edward Island,Live-In Caregivers,Live-In Caregiver Program,False,2015,0
Prince Edward Island,Live-In Caregivers,Live-In Caregiver Occupations,False,2015,0
Prince Edward Island,Live-In Caregivers,,True,2015,0
Prince Edward Island,Agricultural Workers,Seasonal Agricultural Worker Program,False,2015,10
Prince Edward Island,Agricultural Workers,Agricultural Stream,False,2015,50
Prince Edward Island,Agricultural Workers,Other Agricultural Workers,False,2015,0
Prince Edward Island,Agricultural Workers,,True,2015,55
Prince Edward Island,Other Temporary Foreign Workers with LMIA,,False,2015,345
Prince Edward Island,Caregivers,,False,2015,0
Prince Edward Island,,,True,2015,400
Nova Scotia,Live-In Caregivers,Live-In Caregiver Program,False,2015,30
Nova Scotia,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2015,0
Nova Scotia,Live-In Caregivers,Live-In Caregiver Occupations,False,2015,2
Nova Scotia,Live-In Caregivers,,True,2015,35
Nova Scotia,Agricultural Workers,Seasonal Agricultural Worker Program,False,2015,2
Nova Scotia,Agricultural Workers,Agricultural Stream,False,2015,15
Nova Scotia,Agricultural Workers,Other Agricultural Workers,False,2015,0
Nova Scotia,Agricultural Workers,,True,2015,20
Nova Scotia,Other Temporary Foreign Workers with LMIA,,False,2015,660
Nova Scotia,Caregivers,,False,2015,0
Nova Scotia,,,True,2015,710
New Brunswick,Live-In Caregivers,Live-In Caregiver Program,False,2015,25
New Brunswick,Live-In Caregivers,Live-In Caregiver Occupations,False,2015,2
New Brunswick,Live-In Caregivers,,True,2015,25
New Brunswick,Agricultural Workers,Seasonal Agricultural Worker Program,False,2015,2
New Brunswick,Agricultural Workers,Agricultural Stream,False,2015,25
New Brunswick,Agricultural Workers,Other Agricultural Workers,False,2015,2
New Brunswick,Agricultural Workers,,True,2015,30
New Brunswick,Other Temporary Foreign Workers with LMIA,,False,2015,935
New Brunswick,Caregivers,,False,2015,2
New Brunswick,,,True,2015,990
Quebec,Live-In Caregivers,Live-In Caregiver Program,False,2015,605
Quebec,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2015,0
Quebec,Live-In Caregivers,Live-In Caregiver Occupations,False,2015,75
Quebec,Live-In Caregivers,,True,2015,680
Quebec,Agricultural Workers,Seasonal Agricultural Worker Program,False,2015,40
Quebec,Agricultural Workers,Agricultural Stream,False,2015,1815
Quebec,Agricultural Workers,Other Agricultural Workers,False,2015,0
Quebec,Agricultural Workers,,True,2015,1855
Quebec,Other Temporary Foreign Workers with LMIA,,False,2015,4830
Quebec,Caregivers,,False,2015,0
Quebec,,,True,2015,7365
Ontario,Live-In Caregivers,Live-In Caregiver Program,False,2015,6210
Ontario,Live-In Caregivers,Emergency Live-In Caregiver Program Work Permit,False,2015,0
Ontario,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2015,2
Ontario,Live-In Caregivers,Live-In Caregiver Occupations,False,2015,425
Ontario,Live-In Caregivers,,True,2015,6640
Ontario,Agricultural Workers,Seasonal Agricultural Worker Program,False,2015,280
Ontario,Agricultural Workers,Agricultural Stream,False,2015,3075
Ontario,Agricultural Workers,Other Agricultural Workers,False,2015,2
Ontario,Agricultural Workers,,True,2015,3360
Ontario,Other Temporary Foreign Workers with LMIA,,False,2015,4020
Ontario,Caregivers,,False,2015,95
Ontario,,,True,2015,14115
Manitoba,Live-In Caregivers,Live-In Caregiver Program,False,2015,35
Manitoba,Live-In Caregivers,Live-In Caregiver Occupations,False,2015,2
Manitoba,Live-In Caregivers,,True,2015,40
Manitoba,Agricultural Workers,Seasonal Agricultural Worker Program,False,2015,5
Manitoba,Agricultural Workers,Agricultural Stream,False,2015,205
Manitoba,Agricultural Workers,Other Agricultural Workers,False,2015,5
Manitoba,Agricultural Workers,,True,2015,220
Manitoba,Other Temporary Foreign Workers with LMIA,,False,2015,830
Manitoba,Caregivers,,False,2015,0
Manitoba,,,True,2015,1085
Saskatchewan,Live-In Caregivers,Live-In Caregiver Program,False,2015,195
Saskatchewan,Live-In Caregivers,Live-In Caregiver Occupations,False,2015,20
Saskatchewan,Live-In Caregivers,,True,2015,215
Saskatchewan,Agricultural Workers,Seasonal Agricultural Worker Program,False,2015,2
Saskatchewan,Agricultural Workers,Agricultural Stream,False,2015,230
Saskatchewan,Agricultural Workers,Other Agricultural Workers,False,2015,10
Saskatchewan,Agricultural Workers,,True,2015,245
Saskatchewan,Other Temporary Foreign Workers with LMIA,,False,2015,1610
Saskatchewan,Caregivers,,False,2015,5
Saskatchewan,,,True,2015,2075
Alberta,Live-In Caregivers,Live-In Caregiver Program,False,2015,3165
Alberta,Live-In Caregivers,Live-In Caregiver Occupations,False,2015,310
Alberta,Live-In Caregivers,,True,2015,3475
Alberta,Agricultural Workers,Seasonal Agricultural Worker Program,False,2015,75
Alberta,Agricultural Workers,Agricultural Stream,False,2015,1455
Alberta,Agricultural Workers,Other Agricultural Workers,False,2015,25
Alberta,Agricultural Workers,,True,2015,1555
Alberta,Other Temporary Foreign Workers with LMIA,,False,2015,16435
Alberta,Caregivers,,False,2015,80
Alberta,,,True,2015,21545
British Columbia,Live-In Caregivers,Live-In Caregiver Program,False,2015,2600
British Columbia,Live-In Caregivers,Live-In Caregiver Occupations,False,2015,165
British Columbia,Live-In Caregivers,,True,2015,2765
British Columbia,Agricultural Workers,Seasonal Agricultural Worker Program,False,2015,45
British Columbia,Agricultural Workers,Agricultural Stream,False,2015,975
British Columbia,Agricultural Workers,Other Agricultural Workers,False,2015,15
British Columbia,Agricultural Workers,,True,2015,1035
British Columbia,Other Temporary Foreign Workers with LMIA,,False,2015,7020
British Columbia,Caregivers,,False,2015,40
British Columbia,,,True,2015,10865
Yukon,Live-In Caregivers,Live-In Caregiver Program,False,2015,5
Yukon,Live-In Caregivers,Live-In Caregiver Occupations,False,2015,0
Yukon,Live-In Caregivers,,True,2015,5
Yukon,Agricultural Workers,Seasonal Agricultural Worker Program,False,2015,0
Yukon,Agricultural Workers,Other Agricultural Workers,False,2015,0
Yukon,Agricultural Workers,,True,2015,0
Yukon,Other Temporary Foreign Workers with LMIA,,False,2015,50
Yukon,Caregivers,,False,2015,0
Yukon,,,True,2015,55
Northwest Territories,Live-In Caregivers,Live-In Caregiver Program,False,2015,35
Northwest Territories,Live-In Caregivers,Live-In Caregiver Occupations,False,2015,2
Northwest Territories,Live-In Caregivers,,True,2015,35
Northwest Territories,Agricultural Workers,Agricultural Stream,False,2015,0
Northwest Territories,Agricultural Workers,Other Agricultural Workers,False,2015,0
Northwest Territories,Agricultural Workers,,True,2015,0
Northwest Territories,Other Temporary Foreign Workers with LMIA,,False,2015,55
Northwest Territories,Caregivers,,False,2015,0
Northwest Territories,,,True,2015,95
Nunavut,Live-In Caregivers,Live-In Caregiver Program,False,2015,2
Nunavut,Live-In Caregivers,Live-In Caregiver Occupations,False,2015,2
Nunavut,Live-In Caregivers,,True,2015,5
Nunavut,Agricultural Workers,Other Agricultural Workers,False,2015,0
Nunavut,Agricultural Workers,,True,2015,0
Nunavut,Other Temporary Foreign Workers with LMIA,,False,2015,60
Nunavut,Caregivers,,False,2015,0
Nunavut,,,True,2015,65
Province / Territory not stated,Not stated,,False,2015,40
Total,,,True,2015,60000
Newfoundland and Labrador,Live-In Caregivers,Live-In Caregiver Program,False,2016,25
